                0            1     2     3     4     5     6     7     8     9
603   1074399.958  1049262.594  49.0  52.0   0.0   0.0  29.0  76.0  24.0   0.0
604   1074405.728  1056553.683  19.0   6.0  24.0   2.0   8.0  74.0  29.0  78.0
605   1074422.112  1051179.463  31.0  79.0  35.0  74.0  10.0  47.0  10.0  48.0
606   1074429.301  1050093.759  49.0  24.0  35.0  74.0  29.0  99.0  24.0  67.0
607   1074433.876  1049483.524  49.0  52.0   0.0   0.0  29.0  99.0  24.0   0.0
608   1074434.273  1052118.978  31.0  37.0  45.0   7.0  15.0   7.0  36.0  16.0
609   1074434.958  1049237.594  49.0  52.0   0.0   0.0  29.0  76.0  24.0   0.0
610   1074439.646  1054093.423  41.0  96.0  10.0  83.0  16.0  53.0  33.0   2.0
611   1074445.809  1053146.759  46.0  96.0  45.0  83.0   4.0  53.0  23.0   2.0
612   1074457.112  1051154.463  31.0  79.0  35.0  74.0  10.0  47.0  10.0  48.0
613   1074464.301  1050068.759  49.0  24.0  35.0  74.0  29.0  99.0  24.0  67.0
614   1074480.450  1053680.929  46.0  96.0  45.0  83.0  16.0  53.0  23.0   2.0
615   1074509.432  1055817.840   8.0  49.0  10.0   2.0  42.0   2.0  33.0  22.0
616   1074512.657  1052476.768  31.0  77.0  45.0   7.0  15.0   7.0  36.0  16.0
617   1074522.157  1050906.940  31.0  79.0  35.0  74.0  10.0  47.0  10.0  48.0
618   1074525.738  1054599.136   8.0  72.0  10.0  63.0  16.0  32.0  33.0  89.0
619   1074543.337  1054831.325   8.0  72.0  10.0  63.0  16.0  32.0  33.0  89.0
620   1074544.432  1055792.840   8.0  49.0  10.0   2.0  42.0   2.0  33.0  22.0
621   1074547.251  1051764.161  31.0  79.0  23.0   7.0  10.0   7.0  10.0  48.0
622   1074557.157  1050881.940  31.0  79.0  35.0  74.0  10.0  47.0  10.0  48.0
623   1074562.586  1057203.944  24.0  25.0  33.0  48.0   8.0  74.0  29.0  78.0
624   1074646.175  1051491.927  31.0  79.0  23.0   7.0  10.0  47.0  10.0  48.0
625   1074661.126  1055362.246   8.0  72.0  10.0  63.0  42.0   2.0  33.0  22.0
626   1074671.995  1049743.738  49.0  24.0   0.0  74.0  29.0  99.0  24.0  67.0
627   1074676.790  1052313.385  31.0  77.0  45.0   7.0  15.0   7.0  36.0  44.0
628   1074677.404  1055748.009   8.0  72.0  10.0   2.0  42.0   2.0  33.0  22.0
629   1074692.080  1053370.894  46.0  96.0  45.0  83.0  16.0  53.0  23.0   2.0
630   1074700.596  1052679.944  46.0  77.0  45.0   7.0  15.0   7.0  36.0  44.0
631   1074706.938  1050311.941  49.0  24.0  35.0  74.0  29.0  99.0  24.0  67.0
632   1074711.790  1052288.385  31.0  77.0  23.0   7.0  15.0   7.0  36.0  44.0
633   1074712.404  1055723.009   8.0  72.0  10.0   2.0  42.0   2.0  33.0  22.0
634   1074719.716  1055054.623   8.0  72.0  10.0  63.0  42.0  71.0  33.0  71.0
635   1074741.910  1049143.068  49.0   0.0   0.0  22.0  29.0  76.0  24.0  74.0
636   1074741.938  1050286.941  49.0  24.0  35.0  74.0  29.0  99.0  24.0  67.0
637   1074750.608  1049401.379  49.0   0.0   0.0  22.0  29.0  76.0  24.0  74.0
638   1074751.649  1051663.824  31.0  79.0  23.0   7.0  15.0   7.0  36.0  48.0
639   1074756.824  1054872.302   8.0  72.0  10.0  63.0  16.0  71.0  33.0  71.0
640   1074761.240  1057895.985  24.0  25.0  33.0  48.0  21.0  74.0  20.0  78.0
641   1074802.660  1050620.716  49.0  24.0  35.0  74.0  23.0  99.0  10.0  67.0
642   1074806.015  1054733.667   8.0  72.0  10.0  63.0  16.0  71.0  33.0  71.0
643   1074816.411  1050082.103  49.0  24.0  35.0  74.0  23.0  99.0  24.0  67.0
644   1074821.875  1053635.925  46.0  96.0  45.0  83.0  16.0  53.0  33.0   2.0
645   1074825.555  1057228.358  24.0  25.0  33.0  48.0  21.0  74.0  20.0  78.0
646   1074837.660  1050595.716  49.0  24.0  35.0  74.0  23.0  99.0  24.0  67.0
647   1074844.793  1052701.685  46.0  77.0  45.0   7.0  15.0   7.0  36.0  44.0
648   1074851.411  1050057.103  49.0  24.0  35.0  74.0  23.0  99.0  24.0  67.0
649   1074871.017  1055967.333   8.0  72.0  10.0   2.0  33.0   2.0  33.0  22.0
650   1074896.969  1056585.963  24.0  25.0  33.0  48.0  21.0  74.0  20.0  78.0
651   1074898.623  1051740.399  31.0  74.0  23.0   7.0  15.0   7.0  36.0  44.0
652   1074899.465  1054302.846   8.0  96.0  10.0  63.0  16.0  53.0  33.0  71.0
653   1074905.263  1053205.584  46.0  77.0  45.0  83.0  15.0  53.0  36.0   2.0
654   1074907.793  1055311.897   8.0  72.0  10.0  63.0  33.0  71.0  33.0  71.0
655   1074944.562  1054123.039   8.0  96.0  10.0  63.0  16.0  53.0  33.0   2.0
656   1074971.734  1048605.557  49.0   0.0   0.0  22.0  23.0  76.0  24.0  74.0
657   1074979.562  1054098.039   8.0  96.0  10.0  63.0  16.0  53.0  33.0   2.0
658   1074988.891  1054990.757   8.0  72.0  10.0  63.0  33.0  71.0  33.0  71.0
659   1074990.126  1049059.181  49.0   0.0   0.0  22.0  23.0  76.0  24.0  74.0
660   1074993.059  1051201.146   2.0  74.0  35.0  88.0  15.0  47.0  10.0  48.0
661   1075002.748  1049742.277  49.0  24.0   0.0  22.0  23.0  99.0  24.0  74.0
662   1075026.498  1049332.753  49.0   0.0   0.0  22.0  23.0  76.0  24.0  74.0
663   1075028.038  1052427.203  46.0  77.0  23.0   7.0  15.0   7.0  36.0  44.0
664   1075031.233  1052622.664  46.0  77.0  23.0   7.0  15.0   7.0  36.0  44.0
665   1075034.186  1049587.404  49.0   0.0   0.0  22.0  23.0  76.0  24.0  74.0
666   1075083.789  1055261.757   8.0  72.0  10.0  63.0  33.0  71.0  33.0  71.0
667   1075085.072  1057161.742  24.0  25.0  33.0  48.0  21.0  46.0  20.0  78.0
668   1075096.340  1050907.040   2.0  74.0  35.0  74.0  23.0  47.0  10.0  23.0
669   1075096.896  1050125.681  49.0  24.0  35.0  47.0  23.0  99.0  24.0  23.0
670   1075137.997  1051468.445   2.0  74.0  23.0  88.0  15.0  72.0  36.0  44.0
671   1075156.921  1051998.242  46.0  74.0  23.0   7.0  15.0   7.0  36.0  44.0
672   1075166.425  1054471.234   8.0  72.0  10.0  63.0  33.0  71.0  33.0  71.0
673   1075189.848  1056877.105  24.0  25.0  33.0  48.0  21.0  46.0  20.0  78.0
674   1075191.921  1051973.242  46.0  74.0  23.0   7.0  15.0   7.0  36.0  44.0
675   1075198.984  1055109.821   8.0  72.0  10.0  63.0  33.0  71.0  33.0  71.0
676   1075201.051  1057789.947  24.0  25.0  33.0  48.0  21.0  46.0  20.0  78.0
677   1075205.313  1050576.551  49.0  24.0  35.0  47.0  23.0  99.0  24.0  23.0
678   1075233.984  1055084.821   8.0  72.0  10.0  63.0  33.0  71.0  33.0  71.0
679   1075236.051  1057764.947  24.0  25.0  33.0  48.0  21.0  46.0  20.0  78.0
680   1075239.033  1050254.746  49.0  24.0  35.0  47.0  23.0  99.0  24.0  23.0
681   1075239.195  1048820.045  49.0   0.0   0.0  22.0  23.0  76.0  24.0  74.0
682   1075240.313  1050551.551  49.0  24.0  35.0  47.0  23.0  99.0  24.0  23.0
683   1075254.336  1052583.587  46.0  77.0  23.0   7.0  15.0   7.0  36.0  44.0
684   1075274.195  1048795.045  49.0   0.0   0.0  22.0  23.0  76.0  24.0  74.0
685   1075275.080  1049949.562  49.0  24.0   0.0  47.0  23.0  22.0  24.0  23.0
686   1075277.883  1049095.253  49.0   0.0   0.0  22.0  23.0  76.0  24.0  74.0
687   1075296.014  1052313.317  46.0  77.0  23.0   7.0  15.0   7.0  36.0  44.0
688   1075312.883  1049070.253  49.0   0.0   0.0  22.0  23.0  76.0  24.0  74.0
689   1075331.014  1052288.317  46.0  77.0  23.0   7.0  15.0   7.0  36.0  44.0
690   1075334.114  1055389.265   8.0  72.0  22.0  53.0  33.0  71.0  33.0  71.0
691   1075359.530  1055565.961   8.0  72.0  22.0  53.0  33.0  71.0   8.0  71.0
692   1075365.889  1053371.063  46.0  77.0  45.0  79.0  15.0  95.0  36.0  62.0
693   1075373.219  1051566.130   2.0  74.0  23.0  88.0  15.0  72.0  36.0  44.0
694   1075380.632  1057193.702  24.0  25.0  33.0  48.0  21.0  46.0  20.0  32.0
695   1075383.880  1054579.569   8.0  72.0  10.0  63.0  33.0  71.0  33.0  71.0
696   1075391.350  1049560.629  49.0   0.0   0.0  22.0  23.0  76.0  24.0  74.0
697   1075407.609  1052817.012  46.0  77.0  23.0  79.0  15.0  95.0  36.0  44.0
698   1075408.219  1051541.130   2.0  74.0  23.0  88.0  15.0  72.0  36.0  44.0
699   1075426.350  1049535.629  49.0   0.0   0.0  22.0  23.0  76.0  24.0  74.0
700   1075432.175  1055277.804   8.0  72.0  22.0  53.0  33.0  71.0   8.0  71.0
701   1075466.005  1050153.247  49.0  51.0  35.0  47.0  23.0  22.0  24.0  23.0
702   1075467.175  1055252.804   8.0  72.0  22.0  53.0  33.0  71.0   8.0  71.0
703   1075469.366  1052701.866  46.0  77.0  23.0  79.0  15.0  95.0  36.0  44.0
704   1075474.878  1048902.118  49.0   0.0   0.0  22.0  23.0  76.0  24.0  74.0
705   1075498.259  1056923.424  24.0  25.0  33.0  48.0  21.0  46.0  20.0  32.0
706   1075501.005  1050128.247  49.0  51.0   0.0  47.0  23.0  22.0  24.0  23.0
707   1075534.233  1051617.077   2.0  74.0  23.0  88.0  15.0  72.0  36.0  44.0
708   1075551.011  1050456.604  49.0  51.0  35.0  47.0  23.0  22.0  24.0  23.0
709   1075578.408  1051102.587   2.0  74.0  23.0  88.0  15.0  72.0  36.0  23.0
710   1075586.011  1050431.604  49.0  51.0  35.0  47.0  23.0  22.0  24.0  23.0
711   1075590.629  1052106.133  46.0  10.0  23.0  88.0  15.0  72.0  36.0  44.0
712   1075604.324  1052446.985  46.0  10.0  23.0  79.0  15.0  95.0  36.0  44.0
713   1075613.408  1051077.587   2.0  74.0  23.0  88.0  15.0  72.0  36.0  23.0
714   1075615.302  1048976.821  49.0   0.0   0.0  22.0  23.0  76.0  24.0  74.0
715   1075625.629  1052081.133  46.0  10.0  23.0  88.0  15.0  72.0  36.0  44.0
716   1075632.753  1057173.379  24.0  25.0  33.0  48.0  21.0  46.0  20.0  32.0
717   1075643.338  1055356.810   8.0  55.0  22.0  53.0  33.0  71.0   8.0  95.0
718   1075646.547  1055559.032   8.0  55.0  22.0  53.0  33.0  71.0   8.0  95.0
719   1075672.649  1051404.973   2.0  74.0  23.0  88.0  15.0  72.0  36.0  92.0
720   1075690.323  1050066.203  49.0  51.0   0.0  47.0  23.0  22.0  24.0  23.0
721   1075699.450  1054752.544   8.0  38.0  22.0  63.0  33.0  71.0   8.0  71.0
722   1075715.978  1049443.283  49.0   0.0   0.0  22.0  23.0  22.0  24.0  74.0
723   1075734.575  1055930.802   8.0  55.0  22.0  53.0  33.0  16.0   8.0  95.0
724   1075746.062  1052813.018  46.0  10.0  23.0  79.0  15.0  95.0  36.0  62.0
725   1075750.978  1049418.283  49.0   0.0   0.0  22.0  23.0  22.0  24.0  74.0
726   1075761.606  1050504.078   2.0  51.0  35.0  47.0  23.0  22.0  46.0  23.0
727   1075776.238  1056428.724  24.0  91.0  33.0  16.0  21.0  16.0  20.0  32.0
728   1075778.410  1049907.613  49.0  51.0   0.0  47.0  23.0  22.0  24.0  23.0
729   1075788.277  1051628.676   2.0  74.0  23.0  88.0  15.0  72.0  36.0  92.0
730   1075794.813  1057040.171  24.0  25.0  33.0  16.0  21.0  46.0  20.0  32.0
731   1075798.323  1056737.691  24.0  91.0  33.0  16.0  21.0  16.0  20.0  32.0
732   1075805.654  1056114.167  24.0  55.0  22.0  53.0  33.0  16.0   8.0  95.0
733   1075811.238  1056403.724  24.0  91.0  33.0  16.0  21.0  16.0  20.0  32.0
734   1075813.410  1049882.613  49.0  51.0   0.0  47.0  23.0  22.0  46.0  23.0
735   1075823.277  1051603.676   2.0  74.0  23.0  88.0  15.0  72.0  36.0  92.0
736   1075829.813  1057015.171  24.0  25.0  33.0  16.0  21.0  46.0  20.0  32.0
737   1075830.503  1055823.116   8.0  55.0  22.0  53.0  33.0  16.0   8.0  95.0
738   1075831.786  1052523.814  46.0  10.0  23.0  79.0  15.0  95.0  36.0  62.0
739   1075833.323  1056712.691  24.0  91.0  33.0  16.0  21.0  16.0  20.0  32.0
740   1075833.999  1053620.441  30.0  62.0   4.0  79.0   0.0  92.0  15.0  62.0
741   1075837.702  1057963.897  24.0  25.0  33.0  48.0  21.0  46.0  20.0  32.0
742   1075840.654  1056089.167  24.0  55.0  22.0  53.0  33.0  16.0   8.0  95.0
743   1075845.450  1057712.856  24.0  25.0  33.0  48.0  21.0  46.0  20.0  32.0
744   1075867.874  1052046.199   2.0  10.0  23.0  88.0  15.0  72.0  36.0  44.0
745   1075882.367  1057411.906  24.0  25.0  33.0  16.0  21.0  46.0  20.0  32.0
746   1075886.861  1052835.368  46.0  10.0   4.0  79.0  15.0  95.0  36.0  62.0
747   1075894.273  1055871.438   8.0  55.0  22.0  53.0  33.0  16.0   8.0  95.0
748   1075899.124  1049389.519  49.0   0.0   0.0  22.0  23.0  22.0  46.0  74.0
749   1075915.894  1050356.216   2.0  51.0  46.0  47.0  23.0  22.0  46.0  23.0
750   1075917.367  1057386.906  24.0  25.0  33.0  16.0  21.0  46.0  20.0  32.0
751   1075934.124  1049364.519  49.0   0.0   0.0  22.0  23.0  22.0  46.0  74.0
752   1075936.434  1051305.534   2.0  74.0  23.0  88.0  15.0  72.0  14.0  92.0
753   1075949.046  1055575.774   8.0  55.0  22.0  53.0  33.0  48.0   8.0  95.0
754   1075972.861  1050697.736   2.0  51.0  46.0  47.0   5.0  89.0  46.0  23.0
755   1075984.046  1055550.774   8.0  55.0  22.0  53.0  33.0  48.0   8.0  95.0
756   1076002.100  1049011.739  13.0   0.0   0.0  22.0  18.0  76.0  46.0  74.0
757   1076048.796  1053060.176  46.0  62.0   4.0  79.0   0.0  95.0  15.0  62.0
758   1076083.796  1053035.176  46.0  62.0   4.0  79.0   0.0  95.0  15.0  62.0
759   1076092.997  1052610.075  46.0  10.0   4.0  79.0  15.0  95.0  36.0  62.0
760   1076095.235  1053402.098  30.0  62.0   4.0  79.0   0.0  95.0  15.0  62.0
761   1076097.780  1049573.400  49.0  51.0   0.0  62.0  23.0  22.0  46.0  50.0
762   1076100.416  1054143.289  30.0  38.0   4.0  46.0   0.0  92.0  15.0  17.0
763   1076101.217  1053814.339  30.0  62.0   4.0  46.0   0.0  92.0  15.0  17.0
764   1076104.297  1050314.967  33.0  51.0  46.0  47.0   5.0  22.0  46.0  23.0
765   1076104.882  1051860.042   2.0  10.0  23.0  88.0  15.0  72.0  36.0  92.0
766   1076105.314  1051030.547   2.0  41.0  21.0  88.0   5.0  89.0  14.0  92.0
767   1076105.448  1050543.660   2.0  51.0  46.0  47.0   5.0  89.0  46.0  23.0
768   1076105.767  1049984.121  33.0  51.0  46.0  47.0  23.0  22.0  46.0  50.0
769   1076107.208  1054959.117   8.0  38.0  22.0  53.0  33.0  48.0   8.0  95.0
770   1076108.596  1052844.853  46.0  10.0   4.0  79.0   0.0  95.0  15.0  62.0
771   1076124.039  1057335.211  24.0  25.0  33.0  16.0  21.0  46.0  20.0  32.0
772   1076127.997  1052585.075  46.0  10.0   4.0  79.0  15.0  95.0  36.0  62.0
773   1076131.383  1056255.922  24.0  91.0  22.0  16.0  33.0  16.0   8.0  95.0
774   1076142.208  1054934.117   8.0  38.0  22.0  53.0  33.0  48.0   8.0  95.0
775   1076159.039  1057310.211  24.0  25.0  33.0  16.0  21.0  46.0  20.0  32.0
776   1076207.899  1056054.690  38.0  55.0  22.0  53.0  33.0  16.0   8.0  95.0
777   1076221.167  1055528.864  38.0  55.0  22.0  53.0  33.0  48.0   8.0  95.0
778   1076231.020  1053244.426  30.0  62.0   4.0  79.0   0.0  95.0  15.0  62.0
779   1076231.622  1052319.913  46.0  10.0  23.0  79.0  40.0  95.0  36.0  62.0
780   1076234.292  1051407.260   2.0  41.0  21.0  72.0   5.0  72.0  14.0  92.0
781   1076245.105  1050134.119  33.0  51.0  46.0  62.0   5.0  22.0  46.0  50.0
782   1076255.053  1054269.305  30.0  38.0   4.0  46.0   0.0  92.0  15.0  17.0
783   1076256.167  1055503.864  38.0  55.0  22.0  53.0  33.0  48.0   8.0  95.0
784   1076256.756  1051316.354   2.0  41.0  21.0  72.0   5.0  72.0  14.0  92.0
785   1076271.436  1049749.131  33.0  51.0  46.0  62.0  23.0  22.0  46.0  50.0
786   1076328.925  1056105.515  38.0  55.0  22.0  53.0  33.0  16.0   8.0  95.0
787   1076338.495  1048498.167  13.0  33.0  30.0   9.0  18.0   9.0  49.0  26.0
788   1076348.812  1053908.240  30.0  62.0   4.0  46.0   0.0  92.0  15.0  17.0
789   1076351.606  1051040.474   2.0  41.0  21.0  72.0   5.0  89.0  14.0  92.0
790   1076356.473  1056597.010  24.0  91.0  33.0  16.0  21.0  16.0  20.0  13.0
791   1076362.789  1053456.741  30.0  62.0   4.0  79.0   0.0  92.0  15.0  62.0
792   1076366.096  1051857.993   2.0  10.0  21.0  72.0  40.0  55.0  14.0  92.0
793   1076367.826  1050360.341  33.0  51.0  46.0  62.0   5.0  89.0  46.0  50.0
794   1076370.645  1054878.183  30.0  38.0  22.0  46.0  33.0  48.0   8.0  17.0
795   1076373.054  1052752.075  23.0  10.0   4.0  79.0  40.0  95.0  15.0  62.0
796   1076373.495  1048473.167  13.0  33.0  30.0   9.0  18.0   9.0  49.0  26.0
797   1076383.812  1053883.240  30.0  62.0   4.0  46.0   0.0  92.0  15.0  17.0
798   1076386.606  1051015.474   2.0  41.0  21.0  72.0   5.0  89.0  14.0  92.0
799   1076391.473  1056572.010  24.0  91.0  33.0  16.0  21.0  16.0  20.0  13.0
800   1076478.400  1057466.311  10.0  34.0  33.0  16.0  21.0  46.0  20.0  73.0
801   1076485.024  1055844.194  38.0  55.0  22.0  53.0  33.0  48.0   8.0  95.0
802   1076491.507  1053202.408  30.0  62.0   4.0  79.0   0.0  26.0  15.0  62.0
803   1076495.572  1050043.843  33.0  88.0  46.0  62.0   5.0  67.0  46.0  50.0
804   1076498.717  1049933.776  33.0  88.0  46.0  62.0   5.0  67.0  46.0  50.0
805   1076505.714  1051324.494   2.0  41.0  21.0  72.0   5.0  89.0  14.0  92.0
806   1076507.783  1051418.805   2.0  41.0  21.0  72.0   5.0  55.0  14.0  92.0
807   1076513.681  1055700.109  38.0  55.0  22.0  53.0  33.0  48.0   8.0  95.0
808   1076518.608  1053314.499  30.0  62.0   4.0  79.0   0.0  26.0  15.0  62.0
809   1076526.507  1053177.408  30.0  62.0   4.0  79.0   0.0  26.0  15.0  62.0
810   1076533.046  1051010.911   2.0  41.0  21.0  72.0   5.0  89.0  14.0  92.0
811   1076555.875  1050375.516  33.0  41.0  46.0  62.0   5.0  89.0  46.0  50.0
812   1076559.500  1054189.471  30.0  38.0   4.0  46.0   0.0  92.0  15.0  17.0
813   1076563.089  1049603.080  33.0  88.0  46.0  62.0  18.0  67.0  46.0  50.0
814   1076566.227  1051907.337  23.0  10.0  21.0  72.0  40.0  55.0  14.0  92.0
815   1076568.046  1050985.911   2.0  41.0  21.0  72.0   5.0  89.0  14.0  92.0
816   1076570.143  1053916.576  30.0  62.0   4.0  46.0   0.0  92.0  15.0  17.0
817   1076575.062  1054418.533  30.0  38.0   4.0  46.0   0.0  92.0  15.0  17.0
818   1076583.831  1049795.880  33.0  88.0  46.0  62.0   5.0  67.0  46.0  50.0
819   1076600.811  1048649.726  13.0  33.0  30.0   9.0  18.0   9.0  49.0  26.0
820   1076629.162  1052799.561  23.0  62.0   4.0  26.0  40.0  26.0  15.0  62.0
821   1076630.181  1052524.835  23.0  10.0   4.0  26.0  40.0  55.0  15.0  62.0
822   1076636.145  1055136.466  38.0  38.0  22.0  53.0  33.0  48.0   8.0  95.0
823   1076645.764  1053549.159  30.0  62.0   4.0  46.0   0.0  26.0  15.0  72.0
824   1076652.892  1053072.747  30.0  62.0   4.0  26.0   0.0  26.0  15.0  72.0
825   1076672.124  1048303.662  13.0  33.0  30.0   9.0  18.0   9.0  49.0  26.0
826   1076677.496  1056849.391  10.0  91.0  12.0  16.0  48.0  41.0  20.0  13.0
827   1076699.844  1050460.894  33.0  41.0  46.0  62.0   5.0  89.0  46.0   9.0
828   1076701.789  1053914.936  30.0  62.0   4.0  46.0   0.0  92.0  15.0  17.0
829   1076701.989  1052040.963  23.0  69.0  21.0  72.0  40.0  55.0  14.0  33.0
830   1076702.765  1051628.006   2.0  41.0  21.0  72.0  40.0  55.0  14.0  92.0
831   1076704.893  1056368.420  38.0  91.0  12.0  89.0  48.0  63.0   8.0  13.0
832   1076707.124  1048278.662  13.0  33.0  30.0   9.0  18.0   9.0  49.0  26.0
833   1076711.792  1049194.541  13.0  88.0  30.0   9.0  18.0  67.0  49.0  50.0
834   1076746.792  1049169.541  13.0  88.0  30.0   9.0  18.0  67.0  49.0  50.0
835   1076768.513  1050689.803  33.0  41.0  46.0  15.0   5.0  89.0  14.0   9.0
836   1076774.736  1049954.634  33.0  88.0  46.0  62.0   5.0  67.0  46.0  50.0
837   1076775.634  1052326.946  23.0  69.0  21.0  72.0  40.0  55.0  15.0  33.0
838   1076775.875  1051348.151   2.0  41.0  21.0  72.0   5.0  55.0  14.0  92.0
839   1076783.137  1053264.044  30.0  62.0   4.0  26.0   0.0  26.0  15.0  72.0
840   1076799.574  1056017.415  38.0  17.0  12.0  89.0  48.0  63.0   8.0  13.0
841   1076817.167  1053401.552  30.0  62.0   4.0  26.0   0.0  26.0  15.0  72.0
842   1076821.411  1049613.123  33.0  88.0  46.0  62.0  18.0  67.0  46.0  50.0
843   1076822.493  1048596.145  13.0  33.0  30.0   9.0  18.0   9.0  49.0  26.0
844   1076823.049  1055873.641  38.0  17.0  12.0  89.0  48.0  63.0   8.0  13.0
845   1076827.921  1057473.194  10.0  34.0  28.0  38.0  44.0  41.0   5.0  73.0
846   1076836.189  1054598.538  30.0  38.0   4.0  46.0   0.0  92.0   8.0  17.0
847   1076851.044  1048867.182  13.0  33.0  30.0   9.0  18.0   9.0  49.0  26.0
848   1076856.411  1049588.123  33.0  88.0  46.0  62.0  18.0  67.0  46.0  50.0
849   1076859.142  1049348.212  13.0  88.0  30.0  62.0  18.0  67.0  46.0  50.0
850   1076860.684  1052828.743  23.0  62.0   4.0  26.0  40.0  26.0  15.0  72.0
851   1076875.867  1054312.793  30.0  38.0   4.0  46.0   0.0  92.0  15.0  17.0
852   1076891.602  1053620.131  30.0  62.0   4.0  26.0   0.0  26.0  15.0  72.0
853   1076894.453  1050315.613  33.0  88.0  46.0  62.0   5.0  89.0  46.0   9.0
854   1076895.684  1052803.743  23.0  62.0   4.0  26.0  40.0  26.0  15.0  72.0
855   1076896.399  1050021.571  33.0  88.0  46.0  62.0   5.0  67.0  46.0  50.0
856   1076906.937  1056255.859  38.0  17.0  12.0  89.0  48.0  63.0  43.0  13.0
857   1076907.265  1051851.383  23.0  69.0  21.0  72.0  40.0  55.0  14.0  33.0
858   1076907.555  1050578.022  33.0  41.0  46.0  15.0   5.0  89.0  14.0   9.0
859   1076923.893  1050917.567  33.0  41.0  21.0  15.0   5.0  89.0  14.0   9.0
860   1076927.820  1049769.133  33.0  88.0  46.0  62.0  18.0  67.0  46.0  50.0
861   1076939.424  1048385.155  13.0  33.0  30.0   9.0  18.0   9.0  49.0  26.0
862   1076947.998  1056867.551  10.0  17.0  12.0  89.0  48.0  41.0  43.0  13.0
863   1076964.868  1055305.136  38.0  86.0  12.0  33.0  48.0  48.0   8.0  21.0
864   1076974.424  1048360.155  13.0  33.0  30.0   9.0  18.0   9.0  49.0  26.0
865   1076974.932  1056573.961  38.0  17.0  12.0  89.0  48.0  63.0  43.0  13.0
866   1077039.816  1049894.963  33.0  88.0  46.0  62.0   5.0  67.0  46.0  50.0
867   1077041.993  1052342.606  23.0  69.0  21.0  26.0  40.0  55.0  15.0  33.0
868   1077049.535  1057604.838  10.0  34.0  28.0  38.0  44.0  41.0   5.0  73.0
869   1077053.098  1058369.943  10.0  34.0  28.0  38.0  44.0  70.0   5.0  73.0
870   1077065.351  1053299.304  30.0   3.0   4.0  26.0   0.0  26.0  15.0  72.0
871   1077076.059  1051071.728  33.0  41.0  21.0  15.0   5.0  15.0  14.0   9.0
872   1077084.535  1057579.838  10.0  34.0  28.0  38.0  44.0  41.0   5.0  73.0
873   1077088.098  1058344.943  10.0  34.0  28.0  38.0  44.0  70.0   5.0  73.0
874   1077095.594  1049575.596  33.0  88.0  46.0  62.0  18.0  67.0  46.0  50.0
875   1077111.059  1051046.728  33.0  41.0  21.0  15.0   5.0  15.0  14.0   9.0
876   1077124.394  1053549.823  30.0   3.0   4.0  26.0   0.0  26.0  15.0  72.0
877   1077135.487  1048616.391  13.0  33.0  30.0   9.0  18.0   9.0  49.0  26.0
878   1077136.163  1050338.899  33.0  21.0  46.0  15.0   5.0  15.0  46.0   9.0
879   1077138.420  1051573.980  23.0  69.0  21.0  72.0  40.0  55.0  14.0  33.0
880   1077140.174  1050551.296  33.0  21.0  46.0  15.0   5.0  15.0  14.0   9.0
881   1077152.731  1056979.863  10.0  17.0  12.0  89.0  48.0  41.0  43.0  37.0
882   1077158.550  1053066.584  23.0   3.0   4.0  26.0  40.0  26.0  15.0  72.0
883   1077159.394  1053524.823  30.0   3.0   4.0  26.0   0.0  26.0  15.0  72.0
884   1077169.364  1054789.142  30.0  86.0  19.0  12.0   0.0  12.0   8.0  21.0
885   1077170.299  1052623.841  23.0  69.0   4.0  26.0  40.0  26.0  15.0  72.0
886   1077170.876  1052056.834  23.0  69.0  21.0  72.0  40.0  55.0  14.0  33.0
887   1077173.420  1051548.980  23.0  69.0  21.0  72.0  40.0  55.0  14.0  33.0
888   1077182.341  1050811.829  33.0  21.0  21.0  15.0   5.0  15.0  14.0   9.0
889   1077193.550  1053041.584  23.0   3.0   4.0  26.0  40.0  26.0  15.0  72.0
890   1077193.590  1056053.852  38.0  17.0  12.0  89.0  48.0  63.0  43.0  13.0
891   1077195.695  1057895.136  10.0  34.0  28.0  38.0  44.0  41.0   5.0  73.0
892   1077196.538  1049975.562  33.0  88.0  46.0  62.0   5.0  67.0  46.0  50.0
893   1077202.983  1051206.399  33.0  41.0  21.0  15.0   5.0  15.0  14.0   9.0
894   1077208.948  1056246.963  38.0  17.0  12.0  89.0  48.0  63.0  43.0  13.0
895   1077230.695  1057870.136  10.0  34.0  28.0  38.0  44.0  41.0   5.0  73.0
896   1077259.978  1050437.195  33.0  21.0  46.0  15.0   5.0  15.0  46.0   9.0
897   1077271.215  1057256.784  10.0  34.0  28.0  38.0  44.0  41.0   5.0  73.0
898   1077273.191  1054490.085  30.0  86.0  19.0  12.0   0.0  12.0  30.0  21.0
899   1077297.209  1056783.626  10.0  17.0  12.0  89.0  48.0  41.0  43.0  37.0
900   1077303.557  1056542.869  38.0  17.0  12.0  89.0  48.0  63.0  43.0  13.0
901   1077321.107  1052341.102  23.0  69.0  21.0  26.0  40.0  55.0  15.0  33.0
902   1077322.007  1053430.320  30.0   3.0   4.0  26.0   0.0  26.0  15.0  72.0
903   1077337.432  1055733.463  38.0  17.0  12.0  33.0  48.0  63.0  43.0  13.0
904   1077338.557  1056517.869  38.0  17.0  12.0  89.0  48.0  63.0  43.0  13.0
905   1077363.623  1053986.105  30.0   3.0  19.0  12.0   0.0  12.0  15.0  21.0
